item_id,text,true_label
656,"Pfizer: Celebrex Safe After News Report  NEW YORK/OTTAWA (Reuters) - Pfizer Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=PFE.N target=/stocks/quickinfo/fullquote""&gt;PFE.N&lt;/A&gt; said on  Thursday its arthritis drug Celebrex was safe after a report in  a Canadian newspaper linked it to 14 deaths,",Business
657,Dell and Microsoft Launch Joint Software (AP) AP - Dell Inc. and Microsoft Corp. promised big savings on the billions of dollars companies spend on system maintenance as they unveiled jointly developed software Monday that manages and upgrades servers in one mouse-click.,Sci/Tech
658,"Typhoon Meari kills nine in Japan moving northeast over large parts of the country including Tokyo, with winds up to 67 miles per hour. Media reports said at least nine had died, but public broadcaster NHK said the toll had reached 11.",World
659,Nokia plans to boost memory for phones New handsets from the mobile phones global leader will have hard disk to store more songs and pictures in a move to tap the rapidly growing smartphone market.,Sci/Tech
660,"U.S. Wants to Lease Swedish Submarine (AP) AP - The United States wants to lease a Swedish attack submarine for naval exercises in the Baltic Sea in a deal possibly worth tens of millions of dollars, defense officials said Sunday.",World
661,Microsoft Changes Its Tune on Porting SP2 Fixes Microsoft Watch: Redmond had told developers privately earlier this year of plans to port some SP2 fixes to older versions of Windows.,Sci/Tech
662,"New MSN Search May Be a Google Killer! New MSN Search May Be a Google Killer!\\The Second Look at MSN's Search technology is available for public beta testing. I've given it a spin myself and must say that I'm impressed. Although they have no ads on the SERP's of the preview site, I'm sure they will load it ...",Sci/Tech
663,"Countdown to Deep Impact NASA #39;s Deep Impact spacecraft has arrived in Florida to begin final preparations for a launch on Dec. 30, 2004. The spacecraft was shipped from Ball Aerospace  amp; Technologies in Boulder, Colo.",Sci/Tech
664,"Afghan officials meet kidnappers to seek release of UN workers &lt;b&gt;...&lt;/b&gt; KABUL (AFP) - Militants claiming to hold three foreign UN workers met Afghan officials on Sunday and gave them a list of 26 prisoners whom they want to swap for their hostages, a spokesman for the group said.",World
665,Iraq cleric 'to end Najaf revolt' Shia cleric Moqtada Sadr reportedly agrees to end an uprising in the holy Iraqi city of Najaf.,World
666,"Hynix, Samil Face Sanctions for Bookrigging Hynix Semiconductor, formerly Hyundai Electronics, was engaged in accounting fraud totaling 2 trillion won in 1999, financial regulators reported Monday.",Business
667,"Serbia, Bosnian Serbs Fail to Help War Crimes Tribunal, UN Says The governments of Serbia and the Bosnian Serb enclave of Bosnia-Herzegovina have failed to bring war crimes suspects to the United Nations tribunal, Chief Prosecutor Carla Del Ponte told the Security Council.",World
668,Honda aiming for BAR buyout? Motorsport.com. Reports this week suggest that Honda is aiming to either buy BAR or become co-owner of the team by purchasing a shareholding.,Sports
669,"Woods on Top at Rain-Soaked Dunlop Phoenix  MIYAZAKI, Japan (Reuters) - Tiger Woods fired a superb  five-under-par 65 in torrential rain to take a three-stoke lead  after the first round of the Dunlop Phoenix tournament  Thursday.",Sports
670,"China Closes 1,600 Internet Cafes in Crackdown China shut 1,600 Internet cafes between February and August and imposed \$12.1 million worth of fines for allowing children to play violent or adult-only games and other violations, state media said.",Sci/Tech
671,"A Senator #39;s Outrage Delays Passage of Corporate Tax Bill The Senate cleared a path on Sunday for a bill to hand out about \$140 billion in corporate tax breaks, but it was blocked from a final vote by a fight over a provision aimed at helping reservists on duty in Iraq.",Business
672,"Dial M for Music Mobile-phone makers scored a surprising hit four years ago when they introduced handsets equipped with tiny digital cameras. Today, nearly one-third of the cell phones sold worldwide do double duty as cameras ",Sci/Tech
673,"Constellation Brands Offers \$1.3 Billion for Mondavi (Update1) Constellation Brands Inc., the world #39;s largest winemaker, offered \$1.3 billion in cash to acquire Robert Mondavi Corp., maker of lower-price Woodbridge wines.",Business
674,Israel seals off Gaza Strip The Israeli army sealed off Gaza Strip Wednesday by shutting down Erez Crossing and the Industrial Zone and prevented Palestinians from leaving.,World
675,"Soldier to Plead Guilty in Iraq Abuse Case (AP) AP - An Army reservist charged with abusing Iraqi prisoners plans to plead guilty at a court martial to four counts arising from the Abu Ghraib prison abuse scandal in a plea deal in which eight other counts will be dropped, his lawyer has said.",World
676,SEVEN KILLED IN KABUL BLOODSHED At least seven people have been killed in a bomb blast in central Kabul - the second deadly explosion in Afghanistan over the weekend.,World
677,"Palmeiro Signs One-Year Deal With Orioles (AP) AP - Rafael Palmeiro didn't want his homecoming with the Baltimore Orioles to end after just one season, so he took a pay cut and accepted a one-year,  #36;3 million contract Wednesday.",Sports
678,"AOL Properties Sign Girafa For Thumbnail Search Images AOL Properties Sign Girafa For Thumbnail Search Images\\Girafa.com Inc. announced today that the CompuServe, Netscape, AIM and ICQ properties of America Online, Inc., have signed an agreement with Girafa to use Girafa's thumbnail search images as an integrated part of their search results.\\Using Girafa's thumbnail search service, search users can ...",Sci/Tech
679,Panel Urges N.Y. to Pay \$14 Billion More for City Schools Court-appointed referees recommended the state pay an additional \$14 billion over four years to improve New York City schools.,World
680,"Retail, auto sales, job numbers suggest tougher times CHICAGO (CBS.MW) -- Could it be that people are just tired of buying things on the cheap at Wal-Mart? Free! Sign up here to receive our Weekly Roundup e-Newsletter!",Business
681,IBM launches global computing grid IBM announced today that it was driving the initiative to use the worlds vast untapped computer power for useful things (like playing games and shopping online isn #39;t useful!,Sci/Tech
682,"Dell cuts prices on many corporate products Dell on Monday said it had cut prices by as much as fifth for a range of products aimed at US corporate customers, as the computer maker passed along savings from cheaper components.",Sci/Tech
683,"Ivory Coast's Army Bombs Rebel Towns (Reuters) Reuters - Government warplanes and helicopter\gunships pounded rebel-held towns in northern Ivory Coast for a\second day on Friday, fueling fears of a slide into all-out war\in the world's top cocoa grower.",World
684,"Solar Minimum is Coming Soon Something strange happened on the sun last week: all the sunspots vanished. This is a sign, say scientists, that solar minimum is coming sooner than expected.",Sci/Tech
685,"President Susilo stresses fighting against graft, terror as &lt;b&gt;...&lt;/b&gt; In line with his pledge made during the election campaign, Indonesian new President Susilo Bambang Yudhoyono stressed the importance of fighting corruption and terror while ",World
686,"Yankees stay in tune Unbeaten Orlando Hernandez pitched seven innings of five-hit ball to win his eighth straight decision, and the New York Yankees beat Sidney Ponson and the Orioles, 5-2, yesterday in Baltimore.",Sports
687,"US economy generated 144,000 jobs in August (AFP) AFP - The US economy generated 144,000 jobs in August, the Labour Department said, in a sign that the labour market was improving slightly after two sluggish months.",Business
688,"Charlestown opens up in OT Thunder and lightning loomed all day, but never clapped or struck on West Roxbury turf. Charlestown, however, was the more destructive force, pulling out a 22-18 overtime win over the Raiders in a Boston North contest.",Sports
689,"Edmonds homer lifts Cardinals to Game 7 against Astros ST. LOUIS, Missouri All of the wounds in this city, colored a fresh shade of cardinal red, healed with just one touch. The winning pitcher was the one who had the fractured hand.",Sports
